application_date,branch_id,client_id,age,monthly_income,requested_amount,loan_term_months,existing_debt,employment_type,months_in_job,prior_late_payments,payment_history_score,debt_to_income,manual_review,approved,days_past_due_6m,default_30d,collection_calls_6m,restructured_after_default,legal_collection_status,p_mora_sin_intervencion
2025-02-19,Baní,C303231,29,44600.0,69000.0,36,301300.0,formal,26.0,1,58.0,0.563,1,1,0.0,0.0,0.0,0.0,ninguna,0.2741
2025-02-19,Santo Domingo,C314061,37,15400.0,83000.0,48,71400.0,independiente,25.0,0,73.0,0.386,0,1,0.0,0.0,0.0,0.0,ninguna,0.0896
2025-02-19,San Cristóbal,C319789,25,46100.0,121000.0,18,66500.0,informal,,0,70.0,0.12,0,1,1.0,0.0,1.0,0.0,ninguna,0.1124
2025-02-19,Santo Domingo,C100428,28,66000.0,494000.0,36,84300.0,informal,,0,76.0,0.106,0,1,0.0,0.0,0.0,0.0,ninguna,0.0608
2025-02-19,San Cristóbal,C317152,30,32300.0,198000.0,36,221300.0,informal,,2,63.0,0.571,1,1,0.0,0.0,0.0,0.0,ninguna,0.3605
2025-02-19,Santo Domingo,C315562,29,65200.0,521000.0,36,166600.0,formal,25.0,1,56.0,0.213,1,1,0.0,0.0,0.0,0.0,ninguna,0.1299
2025-02-19,Santo Domingo,C117744,67,43000.0,87000.0,24,278200.0,independiente,18.0,0,,0.539,1,1,0.0,0.0,0.0,0.0,ninguna,0.1517
2025-02-19,Azua,C114862,43,41600.0,106000.0,6,72900.0,formal,128.0,1,65.0,0.146,0,1,0.0,0.0,0.0,0.0,ninguna,0.0194
2025-02-19,Baní,C310454,29,37200.0,125000.0,18,211600.0,formal,43.0,1,52.0,0.474,1,1,0.0,0.0,0.0,0.0,ninguna,0.2348
2025-02-19,Santo Domingo,C108510,30,23300.0,39000.0,12,142900.0,pensionado,30.0,0,67.0,0.511,1,1,0.0,0.0,0.0,0.0,ninguna,0.0361
2025-02-19,San Cristóbal,C105988,45,21100.0,140000.0,12,47400.0,formal,28.0,1,73.0,0.187,1,1,0.0,0.0,1.0,0.0,ninguna,0.0813
2025-02-19,Baní,C112448,46,75500.0,239000.0,12,381300.0,formal,28.0,2,,0.421,1,1,46.0,1.0,4.0,0.0,prejudicial,0.1503
2025-02-19,Santo Domingo,C100069,41,20600.0,70000.0,36,82300.0,informal,,1,59.0,0.333,1,1,81.0,1.0,4.0,0.0,prejudicial,0.2146
2025-02-19,Baní,C101073,26,26000.0,105000.0,36,62400.0,pensionado,53.0,0,,0.2,0,1,0.0,0.0,0.0,0.0,ninguna,0.042
2025-02-19,Santo Domingo,C100323,51,14100.0,69000.0,12,105800.0,independiente,23.0,0,74.0,0.625,1,1,0.0,0.0,0.0,0.0,ninguna,0.1172
2025-02-19,San Cristóbal,C113932,54,35800.0,181000.0,12,159800.0,formal,269.0,3,,0.372,1,0,,,,,,0.1457
2025-02-19,Santo Domingo,C105891,62,26100.0,75000.0,48,161200.0,formal,173.0,1,48.0,0.515,1,1,0.0,0.0,0.0,0.0,ninguna,0.0754
2025-02-19,Santo Domingo,C303141,30,23600.0,84000.0,36,73500.0,formal,36.0,0,,0.26,0,1,43.0,1.0,5.0,1.0,ninguna,0.1032
2025-02-19,Santo Domingo,C306863,51,14600.0,159000.0,12,11100.0,informal,,0,78.0,0.063,0,1,0.0,0.0,0.0,0.0,ninguna,0.0624
2025-02-19,Santo Domingo,C313807,33,26900.0,32000.0,24,122600.0,formal,222.0,0,61.0,0.38,1,1,0.0,0.0,2.0,0.0,ninguna,0.0236
2025-02-19,Santo Domingo,C318438,32,31300.0,31000.0,12,156100.0,formal,224.0,2,48.0,0.416,1,1,0.0,0.0,1.0,0.0,ninguna,0.1903
2025-02-19,San Cristóbal,C302074,25,38600.0,274000.0,36,210600.0,formal,64.0,0,,0.455,1,1,14.0,0.0,2.0,0.0,ninguna,0.051
2025-02-19,Santo Domingo,C316506,43,51500.0,111000.0,48,27400.0,formal,33.0,1,54.0,0.044,0,1,0.0,0.0,0.0,0.0,ninguna,0.0744
2025-02-19,San Cristóbal,C315590,24,53200.0,71000.0,24,108600.0,formal,109.0,1,67.0,0.17,1,1,0.0,0.0,0.0,0.0,ninguna,0.0378
2025-02-19,San Cristóbal,C309889,28,18700.0,69000.0,24,146100.0,informal,,2,,0.651,1,0,,,,,,0.7262
2025-02-19,Baní,C318536,21,20600.0,60000.0,24,129700.0,independiente,31.0,0,,0.525,1,1,9.0,0.0,0.0,0.0,ninguna,0.1227
2025-02-19,Azua,C302526,36,14300.0,91000.0,48,79400.0,formal,40.0,0,,0.463,1,1,0.0,0.0,0.0,0.0,ninguna,0.1603
2025-02-19,San Cristóbal,C306179,26,12600.0,85000.0,18,49600.0,informal,,0,,0.328,0,1,0.0,0.0,0.0,0.0,ninguna,0.2316
2025-02-19,Baní,C306824,33,131900.0,534000.0,36,117500.0,formal,16.0,1,59.0,0.074,0,1,0.0,0.0,0.0,0.0,ninguna,0.1094
2025-02-19,Santo Domingo,C300242,44,22200.0,76000.0,18,126800.0,formal,15.0,4,,0.476,1,1,42.0,1.0,2.0,1.0,judicial,0.5494
2025-02-19,Baní,C303152,21,71800.0,245000.0,24,198500.0,formal,21.0,3,,0.23,1,1,17.0,0.0,1.0,0.0,ninguna,0.2096
2025-02-19,Santo Domingo,C306634,27,30700.0,65000.0,48,93200.0,informal,,0,71.0,0.253,0,1,0.0,0.0,0.0,0.0,ninguna,0.1497
2025-02-19,Santo Domingo,C313522,41,45300.0,140000.0,12,133900.0,informal,,0,,0.246,0,1,0.0,0.0,0.0,0.0,ninguna,0.1515
2025-02-19,Santo Domingo,C304470,21,22500.0,67000.0,24,49500.0,independiente,256.0,0,87.0,0.183,0,1,0.0,0.0,0.0,0.0,ninguna,0.015
2025-02-19,San Cristóbal,C316956,24,65600.0,311000.0,6,366900.0,independiente,82.0,0,60.0,0.466,1,1,11.0,0.0,0.0,0.0,ninguna,0.1099
2025-02-19,Santo Domingo,C300669,38,49800.0,368000.0,12,255700.0,formal,34.0,1,74.0,0.428,1,1,0.0,0.0,0.0,0.0,ninguna,0.1965
2025-02-20,Azua,C101397,41,28300.0,42000.0,18,95000.0,pensionado,47.0,1,,0.28,1,1,0.0,0.0,1.0,0.0,ninguna,0.0664
2025-02-20,San Cristóbal,C302348,24,14500.0,49000.0,24,63600.0,informal,,0,85.0,0.366,0,1,0.0,0.0,0.0,0.0,ninguna,0.2163
2025-02-20,San Cristóbal,C312006,34,36000.0,111000.0,24,157900.0,informal,,0,88.0,0.366,0,1,0.0,0.0,0.0,0.0,ninguna,0.0803
2025-02-20,San Cristóbal,C300547,25,46500.0,154000.0,24,286300.0,independiente,,0,69.0,0.513,1,1,13.0,0.0,2.0,0.0,ninguna,0.1977
2025-02-20,San Cristóbal,C103097,36,61600.0,242000.0,24,185900.0,informal,,0,67.0,0.251,0,1,53.0,1.0,8.0,0.0,ninguna,0.1591
2025-02-20,Azua,C103539,34,31400.0,144000.0,6,140100.0,informal,,1,67.0,0.372,1,1,3.0,0.0,3.0,0.0,ninguna,0.3148
2025-02-20,Azua,C105627,23,33800.0,209000.0,36,212400.0,informal,,0,58.0,0.524,1,1,0.0,0.0,0.0,0.0,ninguna,0.4662
2025-02-20,Santo Domingo,C115871,29,47000.0,115000.0,24,182000.0,formal,53.0,0,,0.323,0,1,0.0,0.0,0.0,0.0,ninguna,0.0538
2025-02-20,Santo Domingo,C107233,36,81500.0,281000.0,24,582400.0,formal,45.0,0,82.0,0.596,1,1,30.0,0.0,1.0,0.0,ninguna,0.0462
2025-02-20,Santo Domingo,C303384,22,43000.0,219000.0,18,287500.0,formal,30.0,2,56.0,0.557,1,1,0.0,0.0,0.0,0.0,ninguna,0.2953
2025-02-20,Santo Domingo,C314812,34,43300.0,131000.0,24,357500.0,formal,95.0,2,,0.688,1,1,23.0,0.0,0.0,0.0,ninguna,0.3737
2025-02-20,Azua,C110320,43,25700.0,239000.0,36,136600.0,informal,,0,86.0,0.443,1,1,0.0,0.0,1.0,0.0,ninguna,0.1003
2025-02-20,Santo Domingo,C310445,37,52500.0,220000.0,24,281100.0,formal,182.0,0,71.0,0.446,1,1,0.0,0.0,0.0,0.0,ninguna,0.0165
2025-02-20,Baní,C315694,21,23700.0,58000.0,12,112100.0,formal,88.0,1,,0.394,1,1,4.0,0.0,0.0,0.0,ninguna,0.0844
2025-02-20,Santo Domingo,C311077,30,15800.0,65000.0,24,33700.0,informal,,1,,0.178,0,1,0.0,0.0,0.0,0.0,ninguna,0.2901
2025-02-20,San Cristóbal,C319051,27,12200.0,43000.0,36,32400.0,formal,103.0,0,56.0,0.221,0,1,6.0,0.0,3.0,0.0,ninguna,0.0852
2025-02-20,Santo Domingo,C300668,27,60300.0,92000.0,24,295500.0,formal,29.0,1,62.0,0.408,1,1,4.0,0.0,2.0,0.0,ninguna,0.1763
2025-02-20,Baní,C306269,21,43100.0,345000.0,24,107900.0,informal,,1,,0.209,1,1,47.0,1.0,6.0,1.0,prejudicial,0.3519
2025-02-20,Baní,C113470,45,30300.0,83000.0,24,88400.0,informal,,1,52.0,0.243,1,1,0.0,0.0,1.0,0.0,ninguna,0.1708
2025-02-20,Santo Domingo,C311505,21,89800.0,181000.0,18,756200.0,informal,,0,,0.702,1,0,,,,,,0.6384
2025-02-20,Azua,C100005,29,66300.0,87000.0,12,429200.0,formal,43.0,3,41.0,0.539,1,1,0.0,0.0,0.0,0.0,ninguna,0.4185
2025-02-20,Baní,C113052,31,27700.0,21000.0,12,171600.0,informal,,1,60.0,0.516,1,1,0.0,0.0,0.0,0.0,ninguna,0.3455
2025-02-20,Azua,C109083,64,38500.0,112000.0,12,104800.0,formal,35.0,0,62.0,0.227,0,1,0.0,0.0,0.0,0.0,ninguna,0.0943
2025-02-20,Santo Domingo,C307910,36,37000.0,107000.0,48,160100.0,formal,39.0,1,52.0,0.361,1,1,0.0,0.0,0.0,0.0,ninguna,0.2716
2025-02-20,Santo Domingo,C118364,44,33900.0,243000.0,36,122500.0,formal,70.0,1,,0.301,1,1,0.0,0.0,0.0,0.0,ninguna,0.1539
2025-02-20,Santo Domingo,C315749,27,41000.0,90000.0,24,249100.0,formal,52.0,3,50.0,0.506,1,1,0.0,0.0,0.0,0.0,ninguna,0.3254
2025-02-20,San Cristóbal,C311575,28,55000.0,134000.0,12,116600.0,formal,21.0,0,60.0,0.177,0,1,0.0,0.0,0.0,0.0,ninguna,0.1009
2025-02-20,San Cristóbal,C316022,36,22600.0,44000.0,12,113100.0,informal,,2,70.0,0.417,1,1,0.0,0.0,1.0,0.0,ninguna,0.1605
2025-02-20,Santo Domingo,C312504,29,37700.0,113000.0,24,109600.0,formal,44.0,2,53.0,0.242,1,1,0.0,0.0,0.0,0.0,ninguna,0.1786
2025-02-20,Santo Domingo,C316750,41,26700.0,241000.0,24,167000.0,independiente,19.0,3,,0.521,1,0,,,,,,0.7617
2025-02-20,Baní,C302063,54,28400.0,53000.0,12,27600.0,informal,,1,,0.081,0,1,0.0,0.0,0.0,0.0,ninguna,0.0818
2025-02-20,San Cristóbal,C302283,22,22500.0,199000.0,24,135000.0,informal,,0,,0.5,1,1,0.0,0.0,0.0,0.0,ninguna,0.285
2025-02-21,Baní,C106763,58,24500.0,202000.0,48,48600.0,formal,135.0,1,68.0,0.165,0,1,0.0,0.0,0.0,0.0,ninguna,0.0173
2025-02-21,Santo Domingo,C300946,27,27100.0,61000.0,12,6500.0,formal,16.0,0,72.0,0.02,0,0,,,,,,0.0787
2025-02-21,San Cristóbal,C107573,48,46800.0,278000.0,18,231600.0,pensionado,37.0,1,46.0,0.412,1,1,0.0,0.0,0.0,0.0,ninguna,0.1862
2025-02-21,San Cristóbal,C316118,25,25200.0,77000.0,12,136500.0,formal,342.0,1,,0.451,1,1,21.0,0.0,2.0,0.0,ninguna,0.0668
2025-02-21,San Cristóbal,C104402,36,18900.0,77000.0,24,135900.0,formal,44.0,0,,0.599,1,1,0.0,0.0,0.0,0.0,ninguna,0.1118
2025-02-21,San Cristóbal,C102411,60,57800.0,74000.0,24,375400.0,informal,,2,72.0,0.541,1,1,0.0,0.0,0.0,0.0,ninguna,0.4589
2025-02-21,Santo Domingo,C318947,21,39900.0,128000.0,24,121900.0,pensionado,53.0,0,,0.255,0,0,,,,,,0.044
2025-02-21,Azua,C111020,55,64800.0,208000.0,36,347600.0,informal,,1,65.0,0.447,1,1,15.0,0.0,1.0,0.0,ninguna,0.4691
2025-02-21,Azua,C305443,24,50200.0,106000.0,36,318000.0,formal,17.0,0,62.0,0.528,1,1,48.0,1.0,7.0,0.0,prejudicial,0.2552
2025-02-21,Azua,C119202,26,57300.0,429000.0,36,405700.0,informal,,0,,0.59,1,1,85.0,1.0,6.0,0.0,prejudicial,0.3175
2025-02-21,Azua,C112922,32,36800.0,94000.0,18,184300.0,formal,94.0,2,47.0,0.417,1,1,14.0,0.0,0.0,0.0,ninguna,0.127
2025-02-21,Azua,C305276,38,21300.0,48000.0,24,101800.0,formal,,0,80.0,0.398,1,1,28.0,0.0,4.0,0.0,ninguna,0.1277
2025-02-21,San Cristóbal,C318213,27,30500.0,50000.0,24,129200.0,informal,,0,,0.353,0,1,33.0,1.0,6.0,0.0,prejudicial,0.3608
2025-02-21,Santo Domingo,C302457,36,31800.0,228000.0,12,128000.0,formal,21.0,0,,0.335,1,1,0.0,0.0,1.0,0.0,ninguna,0.1433
2025-02-21,Santo Domingo,C316451,36,14400.0,39000.0,36,89900.0,informal,,1,59.0,0.52,1,1,0.0,0.0,0.0,0.0,ninguna,0.485
2025-02-21,Azua,C111960,37,63700.0,330000.0,18,449000.0,independiente,35.0,0,61.0,0.587,1,1,0.0,0.0,0.0,0.0,ninguna,0.3552
2025-02-21,Azua,C300709,26,14200.0,73000.0,24,42000.0,independiente,20.0,1,,0.246,1,1,0.0,0.0,0.0,0.0,ninguna,0.2763
2025-02-21,Santo Domingo,C104608,31,17900.0,89000.0,36,6600.0,independiente,40.0,0,69.0,0.031,0,1,0.0,0.0,0.0,0.0,ninguna,0.067
2025-02-21,Santo Domingo,C300992,47,54100.0,195000.0,12,149000.0,informal,,0,,0.23,0,1,0.0,0.0,0.0,0.0,ninguna,0.198
2025-02-21,Santo Domingo,C111545,47,46100.0,149000.0,36,197900.0,formal,34.0,0,67.0,0.358,0,1,0.0,0.0,0.0,0.0,ninguna,0.0831
2025-02-21,Santo Domingo,C306576,21,52200.0,77000.0,24,242100.0,informal,,4,,0.386,1,0,,,,,,0.6174
2025-02-21,Santo Domingo,C304207,37,18200.0,82000.0,12,85200.0,informal,,0,,0.39,1,1,0.0,0.0,1.0,0.0,ninguna,0.1567
2025-02-21,Santo Domingo,C316160,29,31200.0,100000.0,18,124300.0,formal,18.0,0,67.0,0.332,0,1,34.0,1.0,5.0,0.0,prejudicial,0.2141
2025-02-21,Santo Domingo,C315051,22,34800.0,50000.0,48,323700.0,independiente,56.0,2,62.0,0.775,1,1,0.0,0.0,0.0,0.0,ninguna,0.3469
2025-02-21,Santo Domingo,C305209,29,49700.0,200000.0,24,154800.0,formal,,1,,0.26,1,1,0.0,0.0,0.0,0.0,ninguna,0.2121
2025-02-21,San Cristóbal,C318062,37,45300.0,49000.0,18,232000.0,informal,,2,54.0,0.427,1,1,26.0,0.0,4.0,0.0,ninguna,0.4515
2025-02-21,Santo Domingo,C100732,49,52100.0,452000.0,24,147700.0,formal,194.0,0,62.0,0.236,0,1,30.0,0.0,1.0,0.0,ninguna,0.0295
2025-02-21,Santo Domingo,C317159,40,30900.0,73000.0,48,216100.0,formal,107.0,1,,0.583,1,1,0.0,0.0,1.0,0.0,ninguna,0.0978
2025-02-21,Baní,C110220,65,33600.0,106000.0,24,51300.0,informal,,0,46.0,0.127,0,1,0.0,0.0,0.0,0.0,ninguna,0.3155
2025-02-21,Santo Domingo,C112280,41,85800.0,170000.0,18,230600.0,formal,34.0,2,60.0,0.224,1,1,0.0,0.0,0.0,0.0,ninguna,0.0776
2025-02-21,Santo Domingo,C115100,49,57600.0,236000.0,24,184300.0,formal,67.0,0,75.0,0.267,0,1,0.0,0.0,0.0,0.0,ninguna,0.0249
2025-02-21,San Cristóbal,C118867,34,45400.0,82000.0,24,173700.0,formal,43.0,1,63.0,0.319,1,1,4.0,0.0,1.0,0.0,ninguna,0.0765
2025-02-21,Azua,C109338,39,16500.0,142000.0,12,46900.0,formal,52.0,0,66.0,0.237,0,1,0.0,0.0,0.0,0.0,ninguna,0.0761
2025-02-21,Baní,C313889,39,94400.0,195000.0,24,308800.0,formal,68.0,1,,0.273,1,1,0.0,0.0,0.0,0.0,ninguna,0.1263
2025-02-21,Azua,C308794,30,35300.0,99000.0,18,110400.0,independiente,60.0,3,43.0,0.261,1,1,79.0,1.0,1.0,0.0,ninguna,0.4201
2025-02-21,Santo Domingo,C101289,52,100400.0,911000.0,36,264000.0,formal,38.0,0,58.0,0.219,0,1,0.0,0.0,0.0,0.0,ninguna,0.0784
2025-02-21,Baní,C107598,39,40700.0,79000.0,18,374400.0,informal,,4,47.0,0.767,1,1,0.0,0.0,0.0,0.0,ninguna,0.603
2025-02-21,San Cristóbal,C116578,35,22200.0,82000.0,24,88200.0,formal,32.0,0,,0.331,0,1,0.0,0.0,0.0,0.0,ninguna,0.1295
2025-02-21,Baní,C106615,50,57100.0,70000.0,24,208300.0,formal,26.0,0,,0.304,0,1,68.0,1.0,3.0,0.0,ninguna,0.0664
2025-02-21,Azua,C318308,29,37100.0,101000.0,12,120400.0,formal,14.0,0,,0.27,0,1,0.0,0.0,0.0,0.0,ninguna,0.1107
2025-02-21,Santo Domingo,C112688,53,40500.0,170000.0,12,172000.0,independiente,70.0,1,59.0,0.354,1,1,1.0,0.0,1.0,0.0,ninguna,0.1924
2025-02-21,Santo Domingo,C306401,41,30500.0,382000.0,36,262800.0,informal,,0,,0.718,1,1,0.0,0.0,0.0,0.0,ninguna,0.1983
2025-02-21,Santo Domingo,C104516,52,46400.0,89000.0,18,49400.0,informal,,0,,0.089,0,0,,,,,,0.2471
2025-02-21,San Cristóbal,C108730,50,58400.0,97000.0,48,352700.0,informal,,0,60.0,0.503,0,1,30.0,0.0,1.0,0.0,ninguna,0.3792
2025-02-21,Azua,C104632,33,40500.0,140000.0,24,117200.0,formal,117.0,2,54.0,0.241,1,1,26.0,0.0,4.0,0.0,ninguna,0.2377
2025-02-21,Santo Domingo,C109213,56,42300.0,95000.0,24,194500.0,independiente,25.0,1,62.0,0.383,1,1,0.0,0.0,0.0,0.0,ninguna,0.188
2025-02-21,Santo Domingo,C101278,47,53500.0,139000.0,18,284400.0,formal,16.0,1,55.0,0.443,1,1,37.0,1.0,6.0,0.0,prejudicial,0.1564
2025-02-24,Santo Domingo,C105815,39,38600.0,177000.0,36,223700.0,formal,17.0,1,62.0,0.483,1,1,0.0,0.0,0.0,0.0,ninguna,0.2666
2025-02-24,San Cristóbal,C119239,58,36600.0,148000.0,18,72200.0,informal,,0,83.0,0.164,0,1,0.0,0.0,0.0,0.0,ninguna,0.0777
2025-02-24,Santo Domingo,C318110,21,34900.0,73000.0,36,148200.0,independiente,104.0,1,,0.354,1,1,0.0,0.0,1.0,0.0,ninguna,0.1606
2025-02-24,San Cristóbal,C315595,38,20900.0,127000.0,18,105700.0,formal,48.0,0,55.0,0.421,1,1,0.0,0.0,0.0,0.0,ninguna,0.1286
2025-02-24,San Cristóbal,C106180,44,40800.0,209000.0,18,198100.0,informal,,1,78.0,0.405,1,1,11.0,0.0,1.0,0.0,ninguna,0.1924
2025-02-24,Baní,C106184,54,51900.0,129000.0,24,139700.0,formal,69.0,0,61.0,0.224,0,1,0.0,0.0,0.0,0.0,ninguna,0.0421
2025-02-24,Azua,C300020,29,18000.0,28000.0,18,113100.0,informal,,3,46.0,0.524,1,0,,,,,,0.7079
2025-02-24,Santo Domingo,C311179,32,11900.0,47000.0,36,37800.0,informal,,1,,0.265,1,1,0.0,0.0,0.0,0.0,ninguna,0.3637
2025-02-24,Santo Domingo,C308347,33,26000.0,43000.0,24,154500.0,independiente,108.0,3,,0.495,1,1,37.0,1.0,3.0,0.0,prejudicial,0.2837
2025-02-24,Azua,C309388,21,35100.0,77000.0,36,173500.0,formal,220.0,1,,0.412,1,1,0.0,0.0,1.0,0.0,ninguna,0.1608
2025-02-24,Santo Domingo,C303393,26,22700.0,11000.0,36,163200.0,independiente,294.0,1,71.0,0.599,1,1,0.0,0.0,0.0,0.0,ninguna,0.0311
2025-02-24,Santo Domingo,C305130,27,28200.0,105000.0,24,75200.0,independiente,92.0,3,39.0,0.222,1,1,0.0,0.0,0.0,0.0,ninguna,0.3705
2025-02-24,Baní,C317330,51,28900.0,121000.0,12,103800.0,formal,45.0,0,66.0,0.299,0,1,14.0,0.0,1.0,0.0,ninguna,0.0913
2025-02-24,Santo Domingo,C111404,48,38000.0,190000.0,18,112400.0,formal,33.0,1,74.0,0.246,1,1,0.0,0.0,0.0,0.0,ninguna,0.0326
2025-02-24,Santo Domingo,C300506,32,15100.0,49000.0,6,11100.0,formal,22.0,0,,0.061,0,1,0.0,0.0,0.0,0.0,ninguna,0.0692
2025-02-24,Azua,C108089,39,46500.0,92000.0,18,138500.0,independiente,53.0,2,70.0,0.248,1,1,0.0,0.0,0.0,0.0,ninguna,0.1394
2025-02-24,Azua,C105986,41,29200.0,52000.0,6,156900.0,formal,62.0,0,68.0,0.448,0,1,0.0,0.0,0.0,0.0,ninguna,0.0913
2025-02-24,Santo Domingo,C107303,42,38200.0,112000.0,36,230500.0,formal,40.0,0,57.0,0.503,1,1,43.0,1.0,3.0,1.0,prejudicial,0.141
2025-02-24,Santo Domingo,C308185,47,70400.0,448000.0,18,194200.0,formal,50.0,0,,0.23,0,1,0.0,0.0,0.0,0.0,ninguna,0.0467
2025-02-24,Azua,C105571,39,43300.0,80000.0,18,10400.0,independiente,44.0,0,86.0,0.02,0,1,0.0,0.0,0.0,0.0,ninguna,0.0152
2025-02-24,Azua,C108867,53,28000.0,138000.0,12,87300.0,informal,,1,,0.26,1,1,0.0,0.0,0.0,0.0,ninguna,0.202
2025-02-24,San Cristóbal,C103049,59,47400.0,108000.0,24,299000.0,formal,181.0,0,66.0,0.526,1,1,0.0,0.0,2.0,0.0,ninguna,0.02
2025-02-24,San Cristóbal,C117142,29,61600.0,581000.0,6,222500.0,formal,21.0,0,72.0,0.301,0,1,0.0,0.0,0.0,0.0,ninguna,0.1212
2025-02-24,Santo Domingo,C114022,46,32200.0,191000.0,36,102900.0,independiente,65.0,1,67.0,0.266,1,1,0.0,0.0,0.0,0.0,ninguna,0.0862
2025-02-24,Santo Domingo,C100817,46,54000.0,99000.0,24,447900.0,formal,32.0,0,64.0,0.691,1,1,26.0,0.0,1.0,0.0,ninguna,0.124
2025-02-24,Santo Domingo,C100916,59,30000.0,154000.0,24,156600.0,formal,52.0,0,,0.435,1,1,0.0,0.0,0.0,0.0,ninguna,0.1061
2025-02-24,Azua,C100536,37,36300.0,272000.0,48,271100.0,independiente,38.0,1,,0.622,1,1,0.0,0.0,0.0,0.0,ninguna,0.2951
2025-02-24,Azua,C102283,46,48000.0,135000.0,12,306200.0,formal,24.0,0,,0.532,1,1,0.0,0.0,0.0,0.0,ninguna,0.1238
2025-02-24,Santo Domingo,C104435,52,42200.0,176000.0,36,151600.0,independiente,49.0,0,86.0,0.299,0,1,0.0,0.0,0.0,0.0,ninguna,0.0525
2025-02-24,Baní,C116518,32,16400.0,98000.0,18,37700.0,formal,30.0,0,61.0,0.192,0,1,0.0,0.0,0.0,0.0,ninguna,0.0663
2025-02-24,Santo Domingo,C114183,47,27200.0,43000.0,24,136800.0,formal,14.0,1,48.0,0.419,1,1,0.0,0.0,0.0,0.0,ninguna,0.4775
2025-02-24,Baní,C119808,44,66700.0,229000.0,48,198400.0,independiente,14.0,1,61.0,0.248,1,1,16.0,0.0,0.0,0.0,ninguna,0.1274
2025-02-24,Baní,C110091,42,48700.0,167000.0,24,91200.0,formal,55.0,0,81.0,0.156,0,1,0.0,0.0,0.0,0.0,ninguna,0.0197
2025-02-24,Santo Domingo,C300402,37,46700.0,145000.0,12,47400.0,formal,47.0,0,,0.085,0,1,0.0,0.0,1.0,0.0,ninguna,0.0602
2025-02-24,Santo Domingo,C318137,29,35300.0,360000.0,24,178400.0,independiente,32.0,0,,0.421,1,1,0.0,0.0,0.0,0.0,ninguna,0.1942
2025-02-24,San Cristóbal,C304394,23,19400.0,65000.0,24,21100.0,independiente,40.0,1,84.0,0.091,1,1,0.0,0.0,0.0,0.0,ninguna,0.0689
2025-02-24,San Cristóbal,C317650,28,31000.0,103000.0,24,132000.0,formal,33.0,0,67.0,0.355,1,1,7.0,0.0,0.0,0.0,ninguna,0.069
2025-02-24,Santo Domingo,C302024,36,49600.0,130000.0,12,294500.0,independiente,41.0,0,73.0,0.495,1,0,,,,,,0.1473
2025-02-24,San Cristóbal,C304669,23,37400.0,413000.0,24,207400.0,formal,54.0,0,,0.462,1,1,70.0,1.0,1.0,0.0,judicial,0.2864
2025-02-24,San Cristóbal,C305192,24,17300.0,107000.0,24,141900.0,formal,19.0,0,72.0,0.684,1,1,45.0,1.0,3.0,0.0,judicial,0.2039
2025-02-24,San Cristóbal,C300362,39,39700.0,171000.0,24,113100.0,formal,41.0,2,,0.237,1,1,0.0,0.0,0.0,0.0,ninguna,0.2665
2025-02-24,Santo Domingo,C311965,27,33200.0,156000.0,36,8000.0,independiente,76.0,0,,0.02,0,1,0.0,0.0,0.0,0.0,ninguna,0.0554
2025-02-24,Azua,C306948,25,19300.0,54000.0,48,115300.0,formal,101.0,1,,0.498,1,1,0.0,0.0,2.0,0.0,ninguna,0.0817
2025-02-24,Santo Domingo,C303107,40,47200.0,63000.0,12,386200.0,formal,89.0,3,,0.682,1,1,0.0,0.0,0.0,0.0,ninguna,0.2424
2025-02-25,Santo Domingo,C315911,36,20000.0,67000.0,24,194000.0,formal,47.0,2,47.0,0.808,1,1,111.0,1.0,7.0,0.0,ninguna,0.495
2025-02-25,Santo Domingo,C109607,54,81600.0,328000.0,36,399900.0,formal,67.0,1,,0.408,1,1,0.0,0.0,0.0,0.0,ninguna,0.1132
2025-02-25,Santo Domingo,C301201,43,61700.0,249000.0,6,362600.0,informal,,0,52.0,0.49,1,1,0.0,0.0,0.0,0.0,ninguna,0.2633
2025-02-25,Azua,C307641,32,14300.0,30000.0,18,91700.0,independiente,104.0,1,46.0,0.534,1,1,85.0,1.0,12.0,0.0,ninguna,0.2755
2025-02-25,Santo Domingo,C112797,27,79800.0,836000.0,12,305100.0,informal,,0,77.0,0.319,1,1,0.0,0.0,1.0,0.0,ninguna,0.1643
2025-02-25,Baní,C106371,66,54600.0,119000.0,12,316800.0,formal,58.0,0,,0.484,1,1,14.0,0.0,2.0,0.0,ninguna,0.1166
2025-02-25,Santo Domingo,C311586,26,35900.0,144000.0,24,132100.0,informal,,0,,0.307,0,1,0.0,0.0,0.0,0.0,ninguna,0.1006
2025-02-25,Santo Domingo,C115777,41,20100.0,35000.0,12,56700.0,formal,23.0,2,60.0,0.235,1,1,7.0,0.0,1.0,0.0,ninguna,0.1942
2025-02-25,San Cristóbal,C106554,36,16500.0,35000.0,18,84500.0,independiente,26.0,2,65.0,0.427,1,1,0.0,0.0,0.0,0.0,ninguna,0.1718
2025-02-25,Santo Domingo,C106174,62,51500.0,98000.0,18,365700.0,formal,122.0,1,,0.592,1,1,0.0,0.0,0.0,0.0,ninguna,0.0891
2025-02-25,Baní,C302962,37,49000.0,70000.0,18,361800.0,independiente,29.0,0,71.0,0.615,1,1,48.0,1.0,5.0,0.0,prejudicial,0.1033
2025-02-25,Azua,C109425,65,68400.0,298000.0,24,398600.0,formal,94.0,0,61.0,0.486,1,1,4.0,0.0,0.0,0.0,ninguna,0.1256
